video,model,audio_fake_p,lip_sync_fake_p,video_artifact_fake_p,final_fake_p,authenticity,verdict,num_suspicious_frames,suspicious_timestamps_sec,suspicious_frame_numbers
uploads\videoplayback.mp4,../fake_audio_detector.pth,0.037587,0.543649,0.971521,0.282799,0.717201,REAL/likely,215,"[0.17, 2.33, 2.5, 2.67, 2.83, 3.17, 4.17, 4.33, 4.5, 4.67, 4.83, 5.0, 5.17, 5.33, 5.83, 6.17, 6.33, 8.83, 9.0, 9.17, 9.33, 9.5, 12.17, 12.33, 12.5, 12.67, 12.83, 13.0, 13.17, 13.33, 13.67, 13.83, 14.17, 14.33, 14.5, 14.67, 14.83, 15.0, 15.17, 15.33, 15.5, 15.83, 17.5, 18.5, 18.83, 19.0, 19.5, 19.67, 19.83, 20.0, 20.33, 20.5, 20.67, 21.0, 21.17, 21.33, 21.67, 22.17, 22.33, 22.5, 22.67, 22.83, 23.0, 23.17, 23.33, 23.5, 23.67, 24.5, 25.33, 25.5, 25.67, 25.83, 26.33, 26.67, 26.83, 27.0, 27.17, 27.33, 27.67, 27.83, 28.0, 28.17, 28.33, 28.5, 28.67, 28.83, 29.0, 29.17, 29.33, 29.5, 29.67, 29.83, 30.0, 30.17, 30.33, 30.5, 30.67, 30.83, 31.0, 31.17, 31.33, 31.5, 31.67, 31.83, 32.0, 32.17, 32.33, 32.5, 32.67, 32.83, 33.17, 33.33, 33.5, 33.67, 33.83, 34.0, 34.17, 34.33, 34.5, 34.83, 35.17, 35.33, 35.5, 35.67, 35.83, 36.0, 36.17, 36.33, 36.5, 36.67, 36.83, 37.0, 37.17, 37.33, 37.5, 37.67, 37.83, 38.0, 38.17, 38.33, 38.5, 38.67, 38.83, 39.0, 39.17, 39.33, 39.5, 39.67, 39.83, 40.0, 40.17, 40.33, 40.5, 40.67, 40.83, 41.0, 41.17, 41.33, 41.5, 41.67, 41.83, 42.0, 42.17, 42.33, 42.5, 42.67, 42.83, 43.0, 43.17, 43.33, 43.5, 43.67, 43.83, 44.0, 44.17, 44.33, 44.5, 44.67, 44.83, 45.0, 45.17, 45.33, 45.5, 45.67, 45.83, 46.0, 46.17, 46.33, 46.5, 46.67, 46.83, 47.0, 47.17, 47.33, 47.5, 47.67, 47.83, 49.33, 49.5, 51.0, 51.17, 51.5, 53.5, 53.67, 53.83, 56.0, 56.17, 56.33, 56.5, 57.17, 57.33, 57.5, 57.67, 58.17, 58.5]","[5, 70, 75, 80, 85, 95, 125, 130, 135, 140, 145, 150, 155, 160, 175, 185, 190, 265, 270, 275, 280, 285, 365, 370, 375, 380, 385, 390, 395, 400, 410, 415, 425, 430, 435, 440, 445, 450, 455, 460, 465, 475, 525, 555, 565, 570, 585, 590, 595, 600, 610, 615, 620, 630, 635, 640, 650, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 735, 760, 765, 770, 775, 790, 800, 805, 810, 815, 820, 830, 835, 840, 845, 850, 855, 860, 865, 870, 875, 880, 885, 890, 895, 900, 905, 910, 915, 920, 925, 930, 935, 940, 945, 950, 955, 960, 965, 970, 975, 980, 985, 995, 1000, 1005, 1010, 1015, 1020, 1025, 1030, 1035, 1045, 1055, 1060, 1065, 1070, 1075, 1080, 1085, 1090, 1095, 1100, 1105, 1110, 1115, 1120, 1125, 1130, 1135, 1140, 1145, 1150, 1155, 1160, 1165, 1170, 1175, 1180, 1185, 1190, 1195, 1200, 1205, 1210, 1215, 1220, 1225, 1230, 1235, 1240, 1245, 1250, 1255, 1260, 1265, 1270, 1275, 1280, 1285, 1290, 1295, 1300, 1305, 1310, 1315, 1320, 1325, 1330, 1335, 1340, 1345, 1350, 1355, 1360, 1365, 1370, 1375, 1380, 1385, 1390, 1395, 1400, 1405, 1410, 1415, 1420, 1425, 1430, 1435, 1480, 1485, 1530, 1535, 1545, 1605, 1610, 1615, 1680, 1685, 1690, 1695, 1715, 1720, 1725, 1730, 1745, 1755]"
